dzasum	1000	0.975486	0.000884232	0.000862556	0.0173945
dzasum	1000	0.9782	0.00088354	0.000864279	0.0173924
dzasum	1000	0.971333	0.00088646	0.000861048	0.0174017
dzasum	1000	0.969372	0.000886956	0.00085979	0.0174042
dzasum	1000	0.972387	0.000886204	0.000861734	0.0174033
dzasum	1000	0.971824	0.000885574	0.000860622	0.0173921
dzasum	1000	0.973386	0.000886365	0.000862776	0.0174041
dzasum	1000	0.971014	0.000885864	0.000860187	0.0173937
dzasum	1000	0.967508	0.000886831	0.000858017	0.0174032
dzasum	1000	0.970426	0.000886565	0.000860346	0.0173992
