iamax	10000	1.00442	0.000738247	0.00164202	0.000741513
iamax	10000	1.01143	0.000736132	0.00146548	0.000744543
iamax	10000	1.01487	0.000735822	0.00165234	0.000746763
iamax	10000	1.01111	0.000735226	0.00157294	0.000743392
iamax	10000	1.01486	0.00073678	0.00162288	0.000747729
iamax	10000	1.01038	0.000736779	0.00165706	0.000744428
iamax	10000	1.01436	0.000738137	0.00168838	0.000748737
iamax	10000	1.01353	0.000736974	0.00162846	0.000746948
iamax	10000	1.01527	0.000739293	0.00153284	0.00075058
iamax	10000	1.01249	0.000735827	0.00160296	0.000745019
