asum	30000	1.00092	0.000721474	0.000722135	0.00861366
asum	30000	1.00076	0.000721559	0.000722105	0.00860835
asum	30000	1.0018	0.000721429	0.000722731	0.00861212
asum	30000	1.00069	0.000721815	0.000722316	0.00860987
asum	30000	1.00112	0.000721194	0.000722005	0.00861134
asum	30000	1.00147	0.000720883	0.000721939	0.00860852
asum	30000	1.00114	0.000720647	0.000721469	0.00860944
asum	30000	1.00081	0.000721289	0.00072187	0.00861
asum	30000	1.00019	0.000720933	0.000721073	0.00860856
asum	30000	1.00107	0.000721704	0.000722475	0.0086131
