zaxpy	300000	1.00852	0.00405249	0.00408704	0.00415959
zaxpy	300000	1.00827	0.00404616	0.00407961	0.00418632
zaxpy	300000	1.00487	0.00404603	0.00406572	0.00415912
zaxpy	300000	1.0121	0.00404519	0.00409416	0.00418748
zaxpy	300000	1.00146	0.00403695	0.00404285	0.00415216
zaxpy	300000	0.998178	0.00405934	0.00405194	0.00415678
zaxpy	300000	1.00019	0.00403701	0.00403778	0.00417006
zaxpy	300000	0.999804	0.00405727	0.00405648	0.00421766
zaxpy	300000	0.999118	0.00406084	0.00405726	0.00416257
zaxpy	300000	1.00595	0.00405138	0.00407547	0.00416495
