scal	30000	1.02066	0.000765353	0.000781163	0.000959914
scal	30000	1.02636	0.000747976	0.000767693	0.000938408
scal	30000	1.04658	0.000749774	0.000784695	0.000934486
scal	30000	1.16276	0.00121339	0.00141088	0.00148866
scal	30000	1.17628	0.00116724	0.00137301	0.00147208
scal	30000	1.17164	0.00118738	0.00139118	0.0014849
scal	30000	0.99331	0.000732241	0.000727342	0.000921121
scal	30000	0.991092	0.000732121	0.000725598	0.000929061
scal	30000	0.991875	0.000732386	0.000726435	0.000922704
scal	30000	0.991882	0.000731895	0.000725954	0.000933123
