asum	1000000	0.993051	0.00325141	0.00322881	0.0324519
asum	1000000	0.992264	0.0032498	0.00322466	0.0324399
asum	1000000	0.991748	0.00325269	0.00322585	0.0324467
asum	1000000	0.991716	0.00325348	0.00322653	0.0324461
asum	1000000	0.990367	0.0032485	0.00321721	0.0324497
asum	1000000	0.995871	0.00325011	0.00323669	0.032477
asum	1000000	0.994992	0.00323736	0.00322114	0.0324441
asum	1000000	0.99456	0.00324386	0.00322621	0.0324522
asum	1000000	0.990003	0.00326463	0.003232	0.0324622
asum	1000000	0.997542	0.00324472	0.00323674	0.0324513
